utc,symbol
2026-04-25T08:15:00+00:00,KATUSDT
2026-04-25T08:45:00+00:00,AXSUSDT
2026-04-25T08:45:00+00:00,TRXUSDT
2026-04-25T10:15:00+00:00,SANDUSDT
2026-04-25T10:45:00+00:00,HYPERUSDT
2026-04-25T11:00:00+00:00,TRUMPUSDT
2026-04-25T11:00:00+00:00,ZBTUSDT
2026-04-25T11:30:00+00:00,ZKPUSDT
2026-04-25T11:45:00+00:00,AWEUSDT
2026-04-25T12:30:00+00:00,SAHARAUSDT
2026-04-25T12:45:00+00:00,AXSUSDT
2026-04-25T12:45:00+00:00,MIRAUSDT
2026-04-25T13:15:00+00:00,HOLOUSDT
2026-04-25T13:45:00+00:00,PLUMEUSDT
2026-04-25T14:00:00+00:00,ERAUSDT
2026-04-25T14:00:00+00:00,IDUSDT
2026-04-25T14:00:00+00:00,INJUSDT
2026-04-25T14:00:00+00:00,LAUSDT
2026-04-25T14:00:00+00:00,VANAUSDT
2026-04-25T14:30:00+00:00,ENSOUSDT
2026-04-25T15:00:00+00:00,AIUSDT
2026-04-25T15:15:00+00:00,HYPERUSDT
2026-04-25T15:45:00+00:00,ENSUSDT
2026-04-25T15:45:00+00:00,STORJUSDT
2026-04-25T17:00:00+00:00,BSBUSDT
2026-04-25T19:30:00+00:00,HYPERUSDT
2026-04-25T20:15:00+00:00,AXSUSDT
2026-04-25T21:30:00+00:00,ZBTUSDT
2026-04-25T21:45:00+00:00,ENSOUSDT
2026-04-25T23:30:00+00:00,HYPERUSDT
2026-04-26T00:00:00+00:00,LAUSDT
2026-04-26T00:00:00+00:00,SAHARAUSDT
2026-04-26T00:00:00+00:00,SANDUSDT
2026-04-26T00:15:00+00:00,AXSUSDT
2026-04-26T00:30:00+00:00,DOODUSDT
2026-04-26T00:45:00+00:00,ERAUSDT
2026-04-26T00:45:00+00:00,MIRAUSDT
2026-04-26T00:45:00+00:00,OPENUSDT
2026-04-26T01:30:00+00:00,ZBTUSDT
2026-04-26T02:15:00+00:00,BSBUSDT
2026-04-26T04:15:00+00:00,LAYERUSDT
2026-04-26T05:00:00+00:00,JTOUSDT
2026-04-26T05:15:00+00:00,AWEUSDT
2026-04-26T05:30:00+00:00,ELSAUSDT
2026-04-26T05:30:00+00:00,ZBTUSDT
2026-04-26T05:45:00+00:00,ENSOUSDT
2026-04-26T06:15:00+00:00,AVNTUSDT
2026-04-26T06:45:00+00:00,MIRAUSDT
2026-04-26T07:15:00+00:00,BSBUSDT
2026-04-26T07:45:00+00:00,INJUSDT
2026-04-26T08:30:00+00:00,LAYERUSDT
2026-04-26T08:45:00+00:00,OPENUSDT
2026-04-26T09:15:00+00:00,JTOUSDT
2026-04-26T09:15:00+00:00,SAHARAUSDT
2026-04-26T09:45:00+00:00,ZBTUSDT
2026-04-26T10:15:00+00:00,AVNTUSDT
2026-04-26T10:15:00+00:00,ENSOUSDT
2026-04-26T10:45:00+00:00,RENDERUSDT
2026-04-26T11:15:00+00:00,MIRAUSDT
2026-04-26T14:15:00+00:00,ENSOUSDT
2026-04-26T14:45:00+00:00,ZBTUSDT
2026-04-26T15:30:00+00:00,ETHFIUSDT
2026-04-26T18:00:00+00:00,AVNTUSDT
2026-04-26T18:30:00+00:00,SOONUSDT
2026-04-26T19:00:00+00:00,ZBTUSDT
2026-04-26T19:15:00+00:00,OPENUSDT
2026-04-26T20:45:00+00:00,INJUSDT
2026-04-26T21:30:00+00:00,BSVUSDT
2026-04-26T22:15:00+00:00,AVNTUSDT
2026-04-26T23:30:00+00:00,ZBTUSDT
2026-04-26T23:45:00+00:00,ENSOUSDT
2026-04-27T00:00:00+00:00,ZKPUSDT
2026-04-27T00:15:00+00:00,0GUSDT
2026-04-27T00:15:00+00:00,ATHUSDT
2026-04-27T00:15:00+00:00,MANTRAUSDT
2026-04-27T00:15:00+00:00,MIRAUSDT
2026-04-27T00:15:00+00:00,SAHARAUSDT
2026-04-27T01:15:00+00:00,HYPERUSDT
2026-04-27T02:00:00+00:00,PENGUUSDT
2026-04-27T03:45:00+00:00,BSBUSDT
2026-04-27T04:45:00+00:00,JUPUSDT
2026-04-27T05:00:00+00:00,PUMPUSDT
2026-04-27T05:15:00+00:00,1000BONKUSDT
2026-04-27T05:15:00+00:00,1000PEPEUSDT
2026-04-27T05:15:00+00:00,1000SHIBUSDT
2026-04-27T05:15:00+00:00,1000XECUSDT
2026-04-27T05:15:00+00:00,AAVEUSDT
2026-04-27T05:15:00+00:00,ARBUSDT
2026-04-27T05:15:00+00:00,ATOMUSDT
2026-04-27T05:15:00+00:00,ENSUSDT
2026-04-27T05:15:00+00:00,ETCUSDT
2026-04-27T05:15:00+00:00,ETHFIUSDT
2026-04-27T05:15:00+00:00,FILUSDT
2026-04-27T05:15:00+00:00,INJUSDT
2026-04-27T05:15:00+00:00,LAYERUSDT
2026-04-27T05:15:00+00:00,LINKUSDT
2026-04-27T05:15:00+00:00,MANTRAUSDT
2026-04-27T05:15:00+00:00,SANDUSDT
2026-04-27T05:15:00+00:00,SEIUSDT
2026-04-27T05:15:00+00:00,STXUSDT
2026-04-27T05:15:00+00:00,SUIUSDT
2026-04-27T05:15:00+00:00,UNIUSDT
2026-04-27T05:15:00+00:00,VIRTUALUSDT
2026-04-27T05:15:00+00:00,WLFIUSDT
2026-04-27T06:00:00+00:00,ATHUSDT
2026-04-27T06:15:00+00:00,PENGUUSDT
2026-04-27T06:30:00+00:00,AWEUSDT
2026-04-27T08:15:00+00:00,ZORAUSDT
2026-04-27T09:15:00+00:00,TRXUSDT
2026-04-27T10:00:00+00:00,JUPUSDT
2026-04-27T10:45:00+00:00,BSBUSDT
2026-04-27T12:00:00+00:00,DOODUSDT
2026-04-27T14:45:00+00:00,JUPUSDT
2026-04-27T14:45:00+00:00,PENGUUSDT
2026-04-27T15:15:00+00:00,1000BONKUSDT
2026-04-27T15:15:00+00:00,1000PEPEUSDT
2026-04-27T15:15:00+00:00,1000SHIBUSDT
2026-04-27T15:15:00+00:00,AVAXUSDT
2026-04-27T15:15:00+00:00,ENSUSDT
2026-04-27T15:15:00+00:00,ETCUSDT
2026-04-27T15:15:00+00:00,FILUSDT
2026-04-27T15:15:00+00:00,HBARUSDT
2026-04-27T15:15:00+00:00,LINKUSDT
2026-04-27T15:15:00+00:00,LSKUSDT
2026-04-27T15:15:00+00:00,NEARUSDT
2026-04-27T15:15:00+00:00,PUMPUSDT
2026-04-27T15:15:00+00:00,SANDUSDT
2026-04-27T15:15:00+00:00,STXUSDT
2026-04-27T15:15:00+00:00,SUIUSDT
2026-04-27T15:15:00+00:00,TRUMPUSDT
2026-04-27T15:15:00+00:00,UNIUSDT
2026-04-27T15:15:00+00:00,VIRTUALUSDT
2026-04-27T15:15:00+00:00,WLFIUSDT
2026-04-27T15:15:00+00:00,ZILUSDT
2026-04-27T17:00:00+00:00,ZBTUSDT
2026-04-27T18:45:00+00:00,PENGUUSDT
2026-04-27T20:00:00+00:00,MANTRAUSDT
2026-04-27T23:30:00+00:00,JUPUSDT
2026-04-28T02:30:00+00:00,AIUSDT
2026-04-28T05:00:00+00:00,APTUSDT
2026-04-28T05:30:00+00:00,VANAUSDT
2026-04-28T07:15:00+00:00,TRUMPUSDT
2026-04-28T09:00:00+00:00,CHZUSDT
2026-04-28T09:15:00+00:00,OPENUSDT
2026-04-28T09:15:00+00:00,ZKPUSDT
2026-04-28T13:00:00+00:00,MANTRAUSDT
2026-04-28T13:00:00+00:00,ZBTUSDT
2026-04-28T13:15:00+00:00,ZKPUSDT
2026-04-28T15:15:00+00:00,PENGUUSDT
2026-04-28T15:30:00+00:00,NEARUSDT
2026-04-28T17:30:00+00:00,ZKPUSDT
2026-04-28T21:15:00+00:00,PUMPUSDT
2026-04-28T22:30:00+00:00,BIRBUSDT
2026-04-28T23:00:00+00:00,ZKPUSDT
2026-04-29T01:00:00+00:00,OPENUSDT
2026-04-29T01:30:00+00:00,PUMPUSDT
2026-04-29T07:45:00+00:00,AKTUSDT
2026-04-29T08:00:00+00:00,APTUSDT
2026-04-29T08:15:00+00:00,MANTRAUSDT
2026-04-29T09:15:00+00:00,TRXUSDT
2026-04-29T10:15:00+00:00,1000SHIBUSDT
2026-04-29T10:30:00+00:00,1000PEPEUSDT
2026-04-29T11:30:00+00:00,FILUSDT
2026-04-29T12:00:00+00:00,1000BONKUSDT
2026-04-29T12:00:00+00:00,TRUMPUSDT
2026-04-29T12:15:00+00:00,PENGUUSDT
2026-04-29T14:00:00+00:00,WLFIUSDT
2026-04-29T15:00:00+00:00,1000PEPEUSDT
2026-04-29T15:00:00+00:00,1000SHIBUSDT
2026-04-29T15:00:00+00:00,PUMPUSDT
2026-04-29T15:00:00+00:00,RENDERUSDT
2026-04-29T15:00:00+00:00,SANDUSDT
2026-04-29T15:00:00+00:00,ZORAUSDT
2026-04-29T15:15:00+00:00,BSBUSDT
2026-04-29T15:30:00+00:00,FILUSDT
2026-04-29T16:30:00+00:00,ETCUSDT
2026-04-29T16:45:00+00:00,PENGUUSDT
2026-04-29T17:30:00+00:00,CHZUSDT
2026-04-29T18:00:00+00:00,1000BONKUSDT
2026-04-29T18:00:00+00:00,1000XECUSDT
2026-04-29T18:00:00+00:00,AKTUSDT
2026-04-29T18:00:00+00:00,APTUSDT
2026-04-29T18:00:00+00:00,ARBUSDT
2026-04-29T18:00:00+00:00,ATOMUSDT
2026-04-29T18:00:00+00:00,AVAXUSDT
2026-04-29T18:00:00+00:00,BCHUSDT
2026-04-29T18:00:00+00:00,DOTUSDT
2026-04-29T18:00:00+00:00,ENSUSDT
2026-04-29T18:00:00+00:00,ETHFIUSDT
2026-04-29T18:00:00+00:00,HBARUSDT
2026-04-29T18:00:00+00:00,JUPUSDT
2026-04-29T18:00:00+00:00,LINKUSDT
2026-04-29T18:00:00+00:00,LSKUSDT
2026-04-29T18:00:00+00:00,MANTRAUSDT
2026-04-29T18:00:00+00:00,NEARUSDT
2026-04-29T18:00:00+00:00,POLUSDT
2026-04-29T18:00:00+00:00,SEIUSDT
2026-04-29T18:00:00+00:00,STORJUSDT
2026-04-29T18:00:00+00:00,SUIUSDT
2026-04-29T18:00:00+00:00,TRUMPUSDT
2026-04-29T18:00:00+00:00,UNIUSDT
2026-04-29T18:00:00+00:00,VIRTUALUSDT
2026-04-29T18:00:00+00:00,WUSDT
2026-04-29T18:00:00+00:00,ZILUSDT
2026-04-29T18:00:00+00:00,ZROUSDT
2026-04-29T19:30:00+00:00,MONUSDT
2026-04-30T02:30:00+00:00,APTUSDT
2026-04-30T02:30:00+00:00,VIRTUALUSDT
2026-04-30T02:45:00+00:00,MEGAUSDT
2026-04-30T05:15:00+00:00,OPENUSDT
2026-04-30T07:15:00+00:00,BSBUSDT
2026-04-30T08:45:00+00:00,KAITOUSDT
2026-04-30T09:15:00+00:00,MEGAUSDT
2026-04-30T09:30:00+00:00,AWEUSDT
2026-04-30T10:00:00+00:00,BIOUSDT
2026-04-30T10:45:00+00:00,PLUMEUSDT
2026-04-30T12:45:00+00:00,ELSAUSDT
2026-04-30T14:15:00+00:00,APTUSDT
2026-04-30T15:30:00+00:00,MEGAUSDT
2026-04-30T21:15:00+00:00,MEGAUSDT
2026-04-30T22:30:00+00:00,MANTRAUSDT
2026-05-01T00:30:00+00:00,ENSOUSDT
2026-05-01T00:45:00+00:00,PENDLEUSDT
2026-05-01T01:45:00+00:00,LAUSDT
2026-05-01T04:30:00+00:00,OPENUSDT
2026-05-01T06:30:00+00:00,PENDLEUSDT
2026-05-01T09:45:00+00:00,OPENUSDT
2026-05-01T09:45:00+00:00,WLFIUSDT
2026-05-01T10:00:00+00:00,TRUMPUSDT
2026-05-01T10:30:00+00:00,PENDLEUSDT
2026-05-01T11:00:00+00:00,MEGAUSDT
2026-05-01T12:45:00+00:00,LAUSDT
2026-05-01T14:30:00+00:00,DOTUSDT
2026-05-01T14:30:00+00:00,PENDLEUSDT
2026-05-01T15:30:00+00:00,MANTRAUSDT
2026-05-01T18:00:00+00:00,IRYSUSDT
2026-05-01T19:30:00+00:00,ATOMUSDT
2026-05-01T19:30:00+00:00,PENDLEUSDT
2026-05-01T22:45:00+00:00,AKTUSDT
2026-05-02T02:45:00+00:00,TRUMPUSDT
2026-05-02T04:45:00+00:00,AWEUSDT
2026-05-02T06:00:00+00:00,MANTRAUSDT
2026-05-02T06:45:00+00:00,IRYSUSDT
2026-05-02T10:00:00+00:00,MANTRAUSDT
2026-05-02T13:45:00+00:00,BIOUSDT
2026-05-03T00:15:00+00:00,AWEUSDT
2026-05-03T00:15:00+00:00,LAUSDT
2026-05-03T01:45:00+00:00,APTUSDT
2026-05-03T03:00:00+00:00,AKTUSDT
2026-05-03T05:45:00+00:00,TRXUSDT
2026-05-03T06:00:00+00:00,OPENUSDT
2026-05-03T06:15:00+00:00,CHZUSDT
2026-05-03T07:15:00+00:00,AKTUSDT
2026-05-03T10:45:00+00:00,ARBUSDT
2026-05-03T11:15:00+00:00,AKTUSDT
2026-05-03T15:30:00+00:00,AKTUSDT
2026-05-03T16:30:00+00:00,JTOUSDT
2026-05-03T17:00:00+00:00,WLFIUSDT
2026-05-03T22:00:00+00:00,POLUSDT
2026-05-03T23:15:00+00:00,AKTUSDT
2026-05-04T00:00:00+00:00,MANTRAUSDT
2026-05-04T00:00:00+00:00,OPENUSDT
2026-05-04T01:00:00+00:00,COWUSDT
2026-05-04T01:30:00+00:00,JTOUSDT
2026-05-04T01:30:00+00:00,SAHARAUSDT
2026-05-04T02:00:00+00:00,PENGUUSDT
2026-05-04T09:45:00+00:00,LINKUSDT
2026-05-04T10:00:00+00:00,1000BONKUSDT
2026-05-04T10:00:00+00:00,1000PEPEUSDT
2026-05-04T10:00:00+00:00,1000SHIBUSDT
2026-05-04T10:00:00+00:00,1000XECUSDT
2026-05-04T10:00:00+00:00,AAVEUSDT
2026-05-04T10:00:00+00:00,APTUSDT
2026-05-04T10:00:00+00:00,ARBUSDT
2026-05-04T10:00:00+00:00,ATHUSDT
2026-05-04T10:00:00+00:00,ATOMUSDT
2026-05-04T10:00:00+00:00,AVAXUSDT
2026-05-04T10:00:00+00:00,BCHUSDT
2026-05-04T10:00:00+00:00,CHZUSDT
2026-05-04T10:00:00+00:00,DOTUSDT
2026-05-04T10:00:00+00:00,ENSUSDT
2026-05-04T10:00:00+00:00,ETCUSDT
2026-05-04T10:00:00+00:00,ETHFIUSDT
2026-05-04T10:00:00+00:00,FILUSDT
2026-05-04T10:00:00+00:00,HBARUSDT
2026-05-04T10:00:00+00:00,INJUSDT
2026-05-04T10:00:00+00:00,NEARUSDT
2026-05-04T10:00:00+00:00,PENDLEUSDT
2026-05-04T10:00:00+00:00,PENGUUSDT
2026-05-04T10:00:00+00:00,PUMPUSDT
2026-05-04T10:00:00+00:00,RENDERUSDT
2026-05-04T10:00:00+00:00,SANDUSDT
2026-05-04T10:00:00+00:00,SEIUSDT
2026-05-04T10:00:00+00:00,STXUSDT
2026-05-04T10:00:00+00:00,SUIUSDT
2026-05-04T10:00:00+00:00,UNIUSDT
2026-05-04T10:00:00+00:00,VIRTUALUSDT
2026-05-04T10:00:00+00:00,XPLUSDT
2026-05-04T10:00:00+00:00,ZILUSDT
2026-05-04T12:15:00+00:00,TRXUSDT
2026-05-04T14:15:00+00:00,ETCUSDT
2026-05-04T15:15:00+00:00,ENSUSDT
2026-05-04T16:00:00+00:00,PENDLEUSDT
2026-05-04T18:15:00+00:00,WLFIUSDT
2026-05-04T19:00:00+00:00,BSBUSDT
2026-05-04T20:00:00+00:00,STXUSDT
2026-05-04T22:15:00+00:00,NEARUSDT
2026-05-05T00:15:00+00:00,AKTUSDT
2026-05-05T04:45:00+00:00,IDUSDT
2026-05-05T05:30:00+00:00,ZILUSDT
2026-05-05T06:15:00+00:00,STEEMUSDT
2026-05-05T06:15:00+00:00,STORJUSDT
2026-05-05T06:30:00+00:00,LSKUSDT
2026-05-05T07:00:00+00:00,BIRBUSDT
2026-05-05T09:30:00+00:00,ZILUSDT
2026-05-05T11:15:00+00:00,STEEMUSDT
2026-05-05T12:45:00+00:00,JTOUSDT
2026-05-05T13:15:00+00:00,ETCUSDT
2026-05-05T13:30:00+00:00,ZILUSDT
2026-05-05T14:00:00+00:00,CCUSDT
2026-05-05T14:00:00+00:00,PENGUUSDT
2026-05-05T14:30:00+00:00,POLUSDT
2026-05-05T14:45:00+00:00,CFGUSDT
2026-05-05T15:15:00+00:00,ZORAUSDT
2026-05-05T15:30:00+00:00,STEEMUSDT
2026-05-05T16:15:00+00:00,VIRTUALUSDT
2026-05-05T16:30:00+00:00,ATOMUSDT
2026-05-05T17:00:00+00:00,COWUSDT
2026-05-05T18:45:00+00:00,STXUSDT
2026-05-05T20:15:00+00:00,STORJUSDT
2026-05-05T21:30:00+00:00,PENGUUSDT
2026-05-05T23:00:00+00:00,STXUSDT
2026-05-05T23:15:00+00:00,STEEMUSDT
2026-05-05T23:30:00+00:00,COWUSDT
2026-05-06T00:00:00+00:00,ALGOUSDT
2026-05-06T01:00:00+00:00,PENDLEUSDT
2026-05-06T01:30:00+00:00,ZILUSDT
2026-05-06T01:45:00+00:00,VIRTUALUSDT
2026-05-06T02:00:00+00:00,BSVUSDT
2026-05-06T02:00:00+00:00,FILUSDT
2026-05-06T03:00:00+00:00,JUPUSDT
2026-05-06T03:00:00+00:00,KAITOUSDT
2026-05-06T03:15:00+00:00,STEEMUSDT
2026-05-06T04:00:00+00:00,STORJUSDT
2026-05-06T04:15:00+00:00,ONTUSDT
2026-05-06T05:00:00+00:00,BCHUSDT
2026-05-06T06:00:00+00:00,FILUSDT
2026-05-06T06:00:00+00:00,STXUSDT
2026-05-06T08:15:00+00:00,ATHUSDT
2026-05-06T09:15:00+00:00,LINKUSDT
2026-05-06T09:15:00+00:00,NEARUSDT
2026-05-06T09:30:00+00:00,STORJUSDT
2026-05-06T10:00:00+00:00,DEEPUSDT
2026-05-06T10:30:00+00:00,APTUSDT
2026-05-06T12:00:00+00:00,ZILUSDT
2026-05-06T12:45:00+00:00,VIRTUALUSDT
2026-05-06T13:00:00+00:00,1000BONKUSDT
2026-05-06T13:00:00+00:00,1000PEPEUSDT
2026-05-06T13:00:00+00:00,1000XECUSDT
2026-05-06T13:00:00+00:00,CCUSDT
2026-05-06T13:00:00+00:00,ENSUSDT
2026-05-06T13:00:00+00:00,ETHFIUSDT
2026-05-06T13:00:00+00:00,PENGUUSDT
2026-05-06T13:00:00+00:00,PUMPUSDT
2026-05-06T13:00:00+00:00,RENDERUSDT
2026-05-06T13:00:00+00:00,SUIUSDT
2026-05-06T13:00:00+00:00,UNIUSDT
2026-05-06T13:00:00+00:00,VVVUSDT
2026-05-06T13:15:00+00:00,NEARUSDT
2026-05-06T13:30:00+00:00,STORJUSDT
2026-05-06T13:45:00+00:00,FILUSDT
2026-05-06T13:45:00+00:00,PYTHUSDT
2026-05-06T14:00:00+00:00,1000SHIBUSDT
2026-05-06T14:00:00+00:00,BCHUSDT
2026-05-06T14:00:00+00:00,ETCUSDT
2026-05-06T14:00:00+00:00,XPLUSDT
2026-05-06T14:45:00+00:00,JTOUSDT
2026-05-06T14:45:00+00:00,JUPUSDT
2026-05-06T15:45:00+00:00,ATOMUSDT
2026-05-06T15:45:00+00:00,FLOCKUSDT
2026-05-06T17:30:00+00:00,STXUSDT
2026-05-06T19:15:00+00:00,JTOUSDT
2026-05-06T19:45:00+00:00,VVVUSDT
2026-05-06T21:45:00+00:00,FLOCKUSDT
2026-05-06T22:00:00+00:00,NEARUSDT
2026-05-07T00:00:00+00:00,FILUSDT
2026-05-07T00:00:00+00:00,JTOUSDT
2026-05-07T00:00:00+00:00,LSKUSDT
2026-05-07T00:00:00+00:00,STEEMUSDT
2026-05-07T00:00:00+00:00,VIRTUALUSDT
2026-05-07T00:00:00+00:00,ZILUSDT
2026-05-07T00:45:00+00:00,VVVUSDT
2026-05-07T01:00:00+00:00,ATHUSDT
2026-05-07T01:00:00+00:00,ONTUSDT
2026-05-07T01:00:00+00:00,SEIUSDT
2026-05-07T03:30:00+00:00,VANAUSDT
2026-05-07T05:45:00+00:00,FLOCKUSDT
2026-05-07T05:45:00+00:00,PUMPUSDT
2026-05-07T05:45:00+00:00,STXUSDT
2026-05-07T07:15:00+00:00,SUIUSDT
2026-05-07T08:30:00+00:00,VIRTUALUSDT
2026-05-07T09:15:00+00:00,VVVUSDT
2026-05-07T09:45:00+00:00,VANAUSDT
2026-05-07T11:00:00+00:00,JTOUSDT
2026-05-07T11:15:00+00:00,KITEUSDT
2026-05-07T11:30:00+00:00,FLOCKUSDT
2026-05-07T12:30:00+00:00,WLFIUSDT
2026-05-07T13:00:00+00:00,CFGUSDT
2026-05-07T13:45:00+00:00,BCHUSDT
2026-05-07T14:15:00+00:00,VIRTUALUSDT
2026-05-07T14:30:00+00:00,ETCUSDT
2026-05-07T14:30:00+00:00,LINKUSDT
2026-05-07T14:30:00+00:00,SUIUSDT
2026-05-07T15:15:00+00:00,ATOMUSDT
2026-05-07T15:15:00+00:00,HBARUSDT
2026-05-07T15:15:00+00:00,JTOUSDT
2026-05-07T15:15:00+00:00,JUPUSDT
2026-05-07T15:15:00+00:00,LSKUSDT
2026-05-07T15:15:00+00:00,UNIUSDT
2026-05-07T19:45:00+00:00,JTOUSDT
2026-05-07T20:45:00+00:00,FLOCKUSDT
2026-05-07T21:00:00+00:00,ENSUSDT
2026-05-07T21:00:00+00:00,PUMPUSDT
2026-05-08T00:00:00+00:00,ATOMUSDT
2026-05-08T00:15:00+00:00,GUSDT
2026-05-08T00:15:00+00:00,JTOUSDT
2026-05-08T03:00:00+00:00,1000XECUSDT
2026-05-08T07:30:00+00:00,BSVUSDT
2026-05-08T08:00:00+00:00,INJUSDT
2026-05-08T08:45:00+00:00,TRXUSDT
2026-05-08T09:00:00+00:00,CHZUSDT
2026-05-08T10:00:00+00:00,AWEUSDT
2026-05-08T12:45:00+00:00,FILUSDT
2026-05-08T14:00:00+00:00,KITEUSDT
2026-05-08T14:45:00+00:00,MEGAUSDT
2026-05-08T15:15:00+00:00,UNIUSDT
2026-05-08T15:45:00+00:00,SAHARAUSDT
2026-05-08T17:30:00+00:00,JUPUSDT
2026-05-08T17:45:00+00:00,BSBUSDT
2026-05-08T18:45:00+00:00,PYTHUSDT
2026-05-08T19:30:00+00:00,1000BONKUSDT
2026-05-08T20:45:00+00:00,LAYERUSDT
2026-05-08T21:30:00+00:00,ALGOUSDT
2026-05-09T00:15:00+00:00,VIRTUALUSDT
2026-05-09T00:30:00+00:00,MANTRAUSDT
2026-05-09T01:15:00+00:00,DEEPUSDT
2026-05-09T01:15:00+00:00,SUIUSDT
2026-05-09T03:00:00+00:00,OPENUSDT
2026-05-09T03:00:00+00:00,PLUMEUSDT
2026-05-09T04:15:00+00:00,JUPUSDT
2026-05-09T04:15:00+00:00,RENDERUSDT
2026-05-09T04:15:00+00:00,VVVUSDT
2026-05-09T05:00:00+00:00,PYTHUSDT
2026-05-09T06:15:00+00:00,DEEPUSDT
2026-05-09T06:15:00+00:00,KITEUSDT
2026-05-09T06:15:00+00:00,SEIUSDT
2026-05-09T07:15:00+00:00,PLUMEUSDT
2026-05-09T08:30:00+00:00,SAHARAUSDT
2026-05-09T09:00:00+00:00,SUIUSDT
2026-05-09T09:15:00+00:00,FILUSDT
2026-05-09T09:30:00+00:00,MMTUSDT
2026-05-09T11:30:00+00:00,OPENUSDT
2026-05-09T12:00:00+00:00,PYTHUSDT
2026-05-09T12:30:00+00:00,DEEPUSDT
2026-05-09T13:15:00+00:00,LSKUSDT
2026-05-09T13:30:00+00:00,SAHARAUSDT
2026-05-09T14:15:00+00:00,LAYERUSDT
2026-05-09T15:00:00+00:00,MMTUSDT
2026-05-09T15:15:00+00:00,JUPUSDT
2026-05-09T15:30:00+00:00,WLFIUSDT
2026-05-09T18:00:00+00:00,DOODUSDT
2026-05-09T18:00:00+00:00,SAHARAUSDT
2026-05-09T19:00:00+00:00,LAYERUSDT
2026-05-09T19:30:00+00:00,KITEUSDT
2026-05-09T23:45:00+00:00,LAYERUSDT
2026-05-10T00:00:00+00:00,ATOMUSDT
2026-05-10T00:30:00+00:00,DEEPUSDT
2026-05-10T00:30:00+00:00,SAHARAUSDT
2026-05-10T00:30:00+00:00,SUIUSDT
2026-05-10T01:00:00+00:00,INJUSDT
2026-05-10T01:00:00+00:00,SEIUSDT
2026-05-10T01:15:00+00:00,COWUSDT
2026-05-10T01:15:00+00:00,KITEUSDT
2026-05-10T01:30:00+00:00,ERAUSDT
2026-05-10T02:00:00+00:00,BERAUSDT
2026-05-10T04:15:00+00:00,LAYERUSDT
2026-05-10T04:45:00+00:00,1000XECUSDT
2026-05-10T04:45:00+00:00,BSVUSDT
2026-05-10T05:30:00+00:00,JTOUSDT
2026-05-10T05:45:00+00:00,ENSUSDT
2026-05-10T05:45:00+00:00,ERAUSDT
2026-05-10T06:00:00+00:00,ZORAUSDT
2026-05-10T07:00:00+00:00,MEUSDT
2026-05-10T08:00:00+00:00,CCUSDT
2026-05-10T08:30:00+00:00,SOPHUSDT
2026-05-10T09:45:00+00:00,1000XECUSDT
2026-05-10T10:00:00+00:00,UNIUSDT
2026-05-10T10:45:00+00:00,LAYERUSDT
2026-05-10T11:00:00+00:00,BSVUSDT
2026-05-10T11:00:00+00:00,ERAUSDT
2026-05-10T11:30:00+00:00,DEEPUSDT
2026-05-10T12:00:00+00:00,SUIUSDT
2026-05-10T12:15:00+00:00,HBARUSDT
2026-05-10T13:00:00+00:00,GASUSDT
2026-05-10T13:15:00+00:00,GUSDT
2026-05-10T13:45:00+00:00,PENDLEUSDT
2026-05-10T13:45:00+00:00,TAOUSDT
2026-05-10T14:15:00+00:00,1000XECUSDT
2026-05-10T14:15:00+00:00,ARBUSDT
2026-05-10T14:15:00+00:00,UNIUSDT
2026-05-10T14:15:00+00:00,WUSDT
2026-05-10T15:00:00+00:00,BSVUSDT
2026-05-10T15:30:00+00:00,KITEUSDT
2026-05-10T15:45:00+00:00,LAYERUSDT
2026-05-10T16:00:00+00:00,DEEPUSDT
2026-05-10T16:00:00+00:00,SOPHUSDT
2026-05-10T16:30:00+00:00,ATOMUSDT
2026-05-10T16:30:00+00:00,SUIUSDT
2026-05-10T16:30:00+00:00,VVVUSDT
2026-05-10T17:15:00+00:00,SAHARAUSDT
2026-05-10T17:30:00+00:00,1000PEPEUSDT
2026-05-10T17:30:00+00:00,APTUSDT
2026-05-10T17:30:00+00:00,HBARUSDT
2026-05-10T17:30:00+00:00,SEIUSDT
2026-05-10T18:45:00+00:00,1000BONKUSDT
2026-05-10T19:45:00+00:00,ENSUSDT
2026-05-10T20:30:00+00:00,1000XECUSDT
2026-05-10T20:30:00+00:00,AVAXUSDT
2026-05-10T20:30:00+00:00,DEEPUSDT
2026-05-10T20:30:00+00:00,FILUSDT
2026-05-10T20:30:00+00:00,LINKUSDT
2026-05-10T20:30:00+00:00,NEARUSDT
2026-05-10T20:30:00+00:00,PUMPUSDT
2026-05-10T20:30:00+00:00,SOPHUSDT
2026-05-10T20:30:00+00:00,SUIUSDT
2026-05-10T20:30:00+00:00,UNIUSDT
2026-05-10T20:45:00+00:00,AAVEUSDT
2026-05-10T20:45:00+00:00,AKTUSDT
2026-05-10T20:45:00+00:00,ALGOUSDT
2026-05-10T20:45:00+00:00,CHZUSDT
2026-05-10T20:45:00+00:00,DOTUSDT
2026-05-10T20:45:00+00:00,ETHFIUSDT
2026-05-10T20:45:00+00:00,JUPUSDT
2026-05-10T20:45:00+00:00,LSKUSDT
2026-05-10T20:45:00+00:00,MMTUSDT
2026-05-10T20:45:00+00:00,PENGUUSDT
2026-05-10T20:45:00+00:00,RENDERUSDT
2026-05-10T20:45:00+00:00,SANDUSDT
