utc,cluster_size,btc_ret15,symbols
2026-04-27T04:15:00+00:00,1,0.00091,KRW-JUP
2026-04-27T05:00:00+00:00,2,-0.00437,KRW-0G|KRW-ZORA
2026-04-27T05:15:00+00:00,11,-0.0046,KRW-BONK|KRW-BORA|KRW-DEEP|KRW-ENS|KRW-ETC|KRW-LAYER|KRW-MANTRA|KRW-PEPE|KRW-STX|KRW-SUI|KRW-VIRTUAL
2026-04-27T05:45:00+00:00,1,-0.00079,KRW-BIRB
2026-04-27T06:15:00+00:00,1,0.00016,KRW-PENGU
2026-04-27T06:30:00+00:00,1,-0.0011,KRW-AWE
2026-04-27T09:00:00+00:00,1,1e-05,KRW-JUP
2026-04-27T11:30:00+00:00,1,-0.00076,KRW-PENGU
2026-04-27T12:30:00+00:00,1,0.00026,KRW-MANTRA
2026-04-27T13:00:00+00:00,1,0.00054,KRW-JUP
2026-04-27T13:30:00+00:00,1,0.00151,KRW-SNT
2026-04-27T13:45:00+00:00,2,-0.00029,KRW-DEEP|KRW-ZORA
2026-04-27T15:00:00+00:00,1,-0.00412,KRW-0G
2026-04-27T15:15:00+00:00,10,-0.00482,KRW-AVAX|KRW-ENS|KRW-ETC|KRW-HYPER|KRW-LINK|KRW-PUMP|KRW-SUI|KRW-TRUMP|KRW-UNI|KRW-VIRTUAL
2026-04-27T17:00:00+00:00,1,0.00092,KRW-ZBT
2026-04-28T00:00:00+00:00,2,-0.00099,KRW-JUP|KRW-MANTRA
2026-04-28T00:15:00+00:00,1,-0.00149,KRW-AWE
2026-04-28T01:00:00+00:00,1,-0.00074,KRW-ENSO
2026-04-28T01:15:00+00:00,1,-0.00172,KRW-ZORA
2026-04-28T02:15:00+00:00,1,-0.00054,KRW-AXS
2026-04-28T05:00:00+00:00,1,0.00132,KRW-APT
2026-04-28T05:30:00+00:00,2,-0.0033,KRW-VANA|KRW-XAUT
2026-04-28T09:15:00+00:00,1,-0.00173,KRW-ZKP
2026-04-28T11:45:00+00:00,1,0.00031,KRW-OPEN
2026-04-28T13:00:00+00:00,1,-0.00274,KRW-ZBT
2026-04-28T13:15:00+00:00,2,0.00042,KRW-SNT|KRW-ZKP
2026-04-28T17:30:00+00:00,1,0.00088,KRW-ZKP
2026-04-28T21:30:00+00:00,1,0.0005,KRW-PUMP
2026-04-28T23:00:00+00:00,1,0.00041,KRW-ZKP
2026-04-29T01:00:00+00:00,1,-0.00159,KRW-OPEN
2026-04-29T01:30:00+00:00,1,0.00143,KRW-BIRB
2026-04-29T02:00:00+00:00,1,-4e-05,KRW-CRO
2026-04-29T03:45:00+00:00,1,-0.00107,KRW-PUMP
2026-04-29T07:45:00+00:00,1,-0.00175,KRW-AKT
2026-04-29T08:15:00+00:00,1,0.00188,KRW-MANTRA
2026-04-29T10:15:00+00:00,1,0.00081,KRW-SHIB
2026-04-29T11:30:00+00:00,1,0.00152,KRW-FIL
2026-04-29T12:00:00+00:00,1,-0.00246,KRW-ARB
2026-04-29T12:15:00+00:00,2,-0.00224,KRW-PENGU|KRW-ZORA
2026-04-29T14:45:00+00:00,1,-0.00014,KRW-WLFI
2026-04-29T15:00:00+00:00,3,-0.00309,KRW-PUMP|KRW-SUI|KRW-XPL
2026-04-29T15:30:00+00:00,1,-0.00227,KRW-ENS
2026-04-29T18:00:00+00:00,10,-0.00764,KRW-AVAX|KRW-ETC|KRW-LINK|KRW-LSK|KRW-PEPE|KRW-POL|KRW-SAND|KRW-SHIB|KRW-UNI|KRW-VIRTUAL
2026-04-29T22:45:00+00:00,1,0.00018,KRW-WLFI
2026-04-30T00:15:00+00:00,1,0.00089,KRW-G
2026-04-30T02:30:00+00:00,4,-0.00508,KRW-APT|KRW-MANTRA|KRW-PEPE|KRW-PUMP
2026-04-30T05:15:00+00:00,1,-0.00251,KRW-OPEN
2026-04-30T10:00:00+00:00,1,-0.00147,KRW-WLFI
2026-04-30T11:00:00+00:00,1,0.00212,KRW-KAITO
2026-04-30T12:45:00+00:00,1,-0.00015,KRW-ELSA
2026-04-30T13:30:00+00:00,1,0.0049,KRW-ENSO
2026-04-30T16:15:00+00:00,1,-0.0013,KRW-APT
2026-04-30T22:30:00+00:00,1,-0.00057,KRW-APT
2026-05-01T00:30:00+00:00,1,3e-05,KRW-ENSO
2026-05-01T02:30:00+00:00,1,-0.00102,KRW-LA
2026-05-01T04:45:00+00:00,1,-0.00091,KRW-MON
2026-05-01T06:30:00+00:00,1,-0.00131,KRW-ZKP
2026-05-01T06:45:00+00:00,1,-3e-05,KRW-LA
2026-05-01T09:45:00+00:00,1,-0.00024,KRW-WLFI
2026-05-01T10:00:00+00:00,1,0.0001,KRW-TRUMP
2026-05-01T11:00:00+00:00,1,0.00016,KRW-OPEN
2026-05-01T12:30:00+00:00,1,0.00159,KRW-PENDLE
2026-05-01T14:15:00+00:00,1,-0.00517,KRW-WLFI
2026-05-01T15:30:00+00:00,1,0.00133,KRW-MANTRA
2026-05-01T17:00:00+00:00,1,0.00108,KRW-PENDLE
2026-05-02T01:00:00+00:00,1,0.00045,KRW-MANTRA
2026-05-02T01:15:00+00:00,1,-0.00052,KRW-BIO
2026-05-02T01:30:00+00:00,1,0.00028,KRW-APT
2026-05-02T02:00:00+00:00,1,-1e-05,KRW-WLFI
2026-05-02T04:45:00+00:00,1,-0.00071,KRW-AWE
2026-05-02T06:00:00+00:00,1,0.00014,KRW-MANTRA
2026-05-02T10:15:00+00:00,3,-0.00044,KRW-INJ|KRW-MANTRA|KRW-WLFI
2026-05-02T13:15:00+00:00,1,-0.00087,KRW-AKT
2026-05-02T13:45:00+00:00,1,0.00083,KRW-BIO
2026-05-03T00:00:00+00:00,2,-0.00049,KRW-ARB|KRW-MANTRA
2026-05-03T00:15:00+00:00,1,0.00144,KRW-LA
2026-05-03T00:30:00+00:00,2,0.00033,KRW-AKT|KRW-BIO
2026-05-03T04:45:00+00:00,1,-0.00027,KRW-AKT
2026-05-03T05:45:00+00:00,1,0.00055,KRW-TRX
2026-05-03T09:00:00+00:00,1,0.00027,KRW-AKT
2026-05-03T10:45:00+00:00,1,-0.00045,KRW-CRO
2026-05-03T11:30:00+00:00,1,0.00215,KRW-BIO
2026-05-03T11:45:00+00:00,1,-0.00128,KRW-DEEP
2026-05-03T14:45:00+00:00,1,0.00045,KRW-AKT
2026-05-04T00:00:00+00:00,3,-0.00175,KRW-ELSA|KRW-MANTRA|KRW-OPEN
2026-05-04T00:30:00+00:00,1,4e-05,KRW-AKT
2026-05-04T01:00:00+00:00,1,-0.00114,KRW-WLFI
2026-05-04T02:00:00+00:00,1,0.00198,KRW-PENGU
2026-05-04T06:15:00+00:00,1,-0.00333,KRW-UNI
2026-05-04T10:00:00+00:00,15,-0.01008,KRW-ARB|KRW-AVAX|KRW-BCH|KRW-LINK|KRW-NEAR|KRW-PENDLE|KRW-PENGU|KRW-PEPE|KRW-SAND|KRW-SEI|KRW-STX|KRW-SUI|KRW-VIRTUAL|KRW-XAUT|KRW-XEC
2026-05-04T10:15:00+00:00,1,-0.00232,KRW-UNI
2026-05-04T12:15:00+00:00,1,0.0019,KRW-TRX
2026-05-04T15:00:00+00:00,1,-0.0022,KRW-APT
2026-05-04T16:00:00+00:00,1,-0.0033,KRW-BONK
2026-05-04T16:15:00+00:00,1,0.00566,KRW-PENDLE
2026-05-04T18:15:00+00:00,1,-0.00192,KRW-WLFI
2026-05-05T00:15:00+00:00,2,-0.00044,KRW-ATH|KRW-HYPER
2026-05-05T03:00:00+00:00,1,0.00175,KRW-PENGU
2026-05-05T04:30:00+00:00,1,-0.0006,KRW-ZIL
2026-05-05T06:15:00+00:00,2,-0.00075,KRW-STEEM|KRW-STORJ
2026-05-05T09:00:00+00:00,1,-0.00141,KRW-ZIL
2026-05-05T11:15:00+00:00,1,0.00053,KRW-STEEM
2026-05-05T13:15:00+00:00,1,-0.00073,KRW-ZIL
2026-05-05T14:00:00+00:00,2,-0.00261,KRW-BCH|KRW-PENGU
2026-05-05T14:45:00+00:00,1,0.00095,KRW-CFG
2026-05-05T15:15:00+00:00,1,0.00049,KRW-EDGE
2026-05-05T15:30:00+00:00,2,0.00099,KRW-ATOM|KRW-STEEM
2026-05-05T16:15:00+00:00,1,-0.00091,KRW-VIRTUAL
2026-05-05T18:45:00+00:00,1,-0.00071,KRW-STX
2026-05-05T20:15:00+00:00,1,-0.00145,KRW-STORJ
2026-05-05T21:30:00+00:00,1,-0.00037,KRW-PENGU
2026-05-05T22:15:00+00:00,1,0.00039,KRW-ZIL
2026-05-05T23:00:00+00:00,1,-0.00012,KRW-STX
2026-05-05T23:15:00+00:00,1,-0.00246,KRW-STEEM
2026-05-06T00:15:00+00:00,1,-0.00235,KRW-BORA
2026-05-06T01:00:00+00:00,1,0.00116,KRW-PENDLE
2026-05-06T01:30:00+00:00,1,-9e-05,KRW-ELF
2026-05-06T01:45:00+00:00,1,0.00118,KRW-VIRTUAL
2026-05-06T02:00:00+00:00,1,-0.00142,KRW-FIL
2026-05-06T03:00:00+00:00,1,0.00053,KRW-ZIL
2026-05-06T03:15:00+00:00,1,0.00249,KRW-STEEM
2026-05-06T04:00:00+00:00,1,0.00024,KRW-STORJ
2026-05-06T04:15:00+00:00,1,-0.00131,KRW-ONT
2026-05-06T05:00:00+00:00,1,3e-05,KRW-BCH
2026-05-06T05:30:00+00:00,1,-0.00084,KRW-ELF
2026-05-06T06:00:00+00:00,1,-0.00072,KRW-FIL
2026-05-06T06:45:00+00:00,1,0.001,KRW-BONK
2026-05-06T08:15:00+00:00,1,-0.00087,KRW-ATH
2026-05-06T09:15:00+00:00,1,-0.00083,KRW-NEAR
2026-05-06T09:30:00+00:00,1,0.0017,KRW-STORJ
2026-05-06T11:00:00+00:00,1,0.00092,KRW-CRO
2026-05-06T12:45:00+00:00,1,-0.00159,KRW-VIRTUAL
2026-05-06T13:00:00+00:00,5,0.00058,KRW-BONK|KRW-LINK|KRW-PENGU|KRW-RENDER|KRW-SUI
2026-05-06T13:15:00+00:00,1,-0.00109,KRW-NEAR
2026-05-06T13:30:00+00:00,1,-0.00022,KRW-STORJ
2026-05-06T13:45:00+00:00,2,-0.00131,KRW-ATOM|KRW-FIL
2026-05-06T14:00:00+00:00,1,-0.00319,KRW-ETC
2026-05-06T14:45:00+00:00,1,-0.00235,KRW-JTO
2026-05-06T17:30:00+00:00,1,0.00051,KRW-STX
2026-05-06T20:30:00+00:00,1,-0.00176,KRW-NEAR
2026-05-06T23:00:00+00:00,1,-0.002,KRW-FIL
2026-05-07T00:00:00+00:00,3,-0.00079,KRW-JTO|KRW-LSK|KRW-STORJ
2026-05-07T00:15:00+00:00,1,-0.00166,KRW-ELF
2026-05-07T00:30:00+00:00,1,-0.00279,KRW-SUI
2026-05-07T01:00:00+00:00,2,0.00165,KRW-BIO|KRW-SEI
2026-05-07T01:15:00+00:00,1,0.00106,KRW-BIGTIME
2026-05-07T03:30:00+00:00,1,0.00025,KRW-VANA
2026-05-07T03:45:00+00:00,1,-0.00093,KRW-STX
2026-05-07T04:45:00+00:00,1,0.00109,KRW-SNT
2026-05-07T05:45:00+00:00,2,0.00016,KRW-FLOCK|KRW-PUMP
2026-05-07T06:00:00+00:00,1,-0.00176,KRW-VIRTUAL
2026-05-07T09:15:00+00:00,1,-0.00106,KRW-JUP
2026-05-07T10:00:00+00:00,2,-0.00042,KRW-FLOCK|KRW-VIRTUAL
2026-05-07T11:00:00+00:00,1,0.00105,KRW-JTO
2026-05-07T12:30:00+00:00,1,-0.00047,KRW-WLFI
2026-05-07T13:30:00+00:00,2,-0.00326,KRW-ALGO|KRW-JUP
2026-05-07T13:45:00+00:00,2,0.00017,KRW-CFG|KRW-STX
2026-05-07T14:15:00+00:00,1,-0.00202,KRW-VIRTUAL
2026-05-07T14:30:00+00:00,2,-0.00269,KRW-ETC|KRW-SUI
2026-05-07T15:15:00+00:00,2,-0.0034,KRW-ATOM|KRW-JTO
2026-05-07T18:00:00+00:00,1,-0.00029,KRW-PLUME
2026-05-07T19:45:00+00:00,1,-8e-05,KRW-JTO
2026-05-08T00:00:00+00:00,1,0.00101,KRW-ATOM
2026-05-08T00:15:00+00:00,3,0.00055,KRW-G|KRW-JTO|KRW-PUMP
2026-05-08T05:45:00+00:00,1,-0.00067,KRW-STX
2026-05-08T09:30:00+00:00,1,-0.00094,KRW-SAHARA
2026-05-08T09:45:00+00:00,1,0.00055,KRW-ELF
2026-05-08T10:15:00+00:00,1,0.00035,KRW-ETC
2026-05-08T13:15:00+00:00,1,-0.00053,KRW-PENDLE
2026-05-08T15:00:00+00:00,1,-0.00258,KRW-CRO
2026-05-08T15:45:00+00:00,1,0.00062,KRW-SAHARA
2026-05-08T16:15:00+00:00,1,-0.00053,KRW-FIL
2026-05-08T17:30:00+00:00,1,0.0013,KRW-JUP
2026-05-08T21:15:00+00:00,1,5e-05,KRW-LAYER
2026-05-09T00:00:00+00:00,1,-0.0003,KRW-JUP
2026-05-09T00:15:00+00:00,2,0.00072,KRW-BONK|KRW-VIRTUAL
2026-05-09T00:30:00+00:00,2,0.00086,KRW-MANTRA|KRW-SAHARA
2026-05-09T01:15:00+00:00,1,-0.00031,KRW-DEEP
2026-05-09T01:30:00+00:00,1,0.00148,KRW-SUI
2026-05-09T03:30:00+00:00,1,-0.00128,KRW-JTO
2026-05-09T04:15:00+00:00,1,-0.0012,KRW-JUP
2026-05-09T06:15:00+00:00,2,-0.00088,KRW-DEEP|KRW-SEI
2026-05-09T08:30:00+00:00,1,0.00062,KRW-SAHARA
2026-05-09T09:00:00+00:00,3,-0.00081,KRW-ARB|KRW-KITE|KRW-SUI
2026-05-09T09:15:00+00:00,1,-0.00068,KRW-ETC
2026-05-09T11:30:00+00:00,1,0.00045,KRW-OPEN
2026-05-09T12:30:00+00:00,1,6e-05,KRW-DEEP
2026-05-09T13:45:00+00:00,1,0.00044,KRW-SAHARA
2026-05-09T14:15:00+00:00,1,-0.00073,KRW-LAYER
2026-05-09T18:00:00+00:00,1,0.00037,KRW-SAHARA
2026-05-09T19:00:00+00:00,1,0.00028,KRW-LAYER
2026-05-09T21:30:00+00:00,1,-3e-05,KRW-KITE
2026-05-09T23:30:00+00:00,1,-0.00051,KRW-SEI
2026-05-09T23:45:00+00:00,1,0.00044,KRW-LAYER
2026-05-10T00:00:00+00:00,1,0.00123,KRW-OPEN
2026-05-10T00:30:00+00:00,3,0.00039,KRW-DEEP|KRW-SAHARA|KRW-SUI
2026-05-10T01:00:00+00:00,1,-0.00029,KRW-SNT
2026-05-10T01:30:00+00:00,2,0.00014,KRW-BORA|KRW-KITE
2026-05-10T02:30:00+00:00,1,7e-05,KRW-ERA
2026-05-10T04:15:00+00:00,1,0.00027,KRW-LAYER
2026-05-10T04:45:00+00:00,2,-3e-05,KRW-BSV|KRW-XEC
2026-05-10T05:15:00+00:00,1,-0.00016,KRW-W
2026-05-10T05:30:00+00:00,1,-0.00041,KRW-JTO
2026-05-10T05:45:00+00:00,4,-0.00052,KRW-BCH|KRW-ENS|KRW-MOVE|KRW-UNI
2026-05-10T06:15:00+00:00,1,8e-05,KRW-SNT
2026-05-10T06:30:00+00:00,1,-2e-05,KRW-ERA
2026-05-10T07:00:00+00:00,1,7e-05,KRW-ME
2026-05-10T08:30:00+00:00,1,1e-05,KRW-SOPH
2026-05-10T08:45:00+00:00,1,-0.00031,KRW-BSV
2026-05-10T09:00:00+00:00,1,0.00017,KRW-SUI
2026-05-10T09:15:00+00:00,1,3e-05,KRW-W
2026-05-10T09:45:00+00:00,1,-0.00015,KRW-XEC
2026-05-10T10:30:00+00:00,1,-3e-05,KRW-SNT
2026-05-10T10:45:00+00:00,1,0.00013,KRW-LAYER
2026-05-10T11:30:00+00:00,2,-3e-05,KRW-DEEP|KRW-LSK
2026-05-10T13:00:00+00:00,1,-3e-05,KRW-GAS
2026-05-10T13:15:00+00:00,1,0.00093,KRW-G
2026-05-10T14:15:00+00:00,2,-2e-05,KRW-UNI|KRW-W
2026-05-10T15:00:00+00:00,2,0.0006,KRW-BSV|KRW-SNT
2026-05-10T15:45:00+00:00,1,0.00288,KRW-LAYER
2026-05-10T16:30:00+00:00,1,-0.00066,KRW-SUI
2026-05-10T17:30:00+00:00,2,-0.00061,KRW-APT|KRW-PEPE
2026-05-10T19:00:00+00:00,1,0.00092,KRW-DEEP
2026-05-10T19:45:00+00:00,1,-8e-05,KRW-SEI
2026-05-10T20:30:00+00:00,4,-0.00244,KRW-ENS|KRW-ETHFI|KRW-SUI|KRW-XEC
2026-05-10T20:45:00+00:00,3,0.00131,KRW-AVAX|KRW-LINK|KRW-LSK
2026-05-10T21:00:00+00:00,1,-0.00188,KRW-LAYER
2026-05-11T00:00:00+00:00,4,-0.00124,KRW-BSV|KRW-GAS|KRW-SEI|KRW-SNT
2026-05-11T00:15:00+00:00,3,-0.00256,KRW-APT|KRW-ATOM|KRW-RENDER
2026-05-11T00:30:00+00:00,1,-0.00091,KRW-JUP
2026-05-11T00:45:00+00:00,1,-0.00138,KRW-ELF
2026-05-11T01:30:00+00:00,1,-0.00087,KRW-ENS
2026-05-11T02:00:00+00:00,1,-0.00131,KRW-AVAX
2026-05-11T02:45:00+00:00,1,-0.00012,KRW-MOVE
2026-05-11T04:45:00+00:00,1,0.00113,KRW-KITE
2026-05-11T05:30:00+00:00,1,-0.00096,KRW-SUI
2026-05-11T06:30:00+00:00,1,-0.00079,KRW-ENS
2026-05-11T06:45:00+00:00,1,-0.00034,KRW-MOVE
2026-05-11T07:45:00+00:00,1,0.00055,KRW-VANA
2026-05-11T09:00:00+00:00,1,0.00056,KRW-KITE
2026-05-11T09:30:00+00:00,1,-0.0003,KRW-FF
2026-05-11T10:00:00+00:00,1,0.00101,KRW-ME
2026-05-11T10:15:00+00:00,1,0.00158,KRW-ATOM
2026-05-11T10:45:00+00:00,1,-0.00152,KRW-KAITO
2026-05-11T11:00:00+00:00,1,0.00076,KRW-MOVE
2026-05-11T13:30:00+00:00,2,-0.0005,KRW-CRO|KRW-JUP
2026-05-11T16:15:00+00:00,1,-0.00032,KRW-POL
2026-05-11T22:45:00+00:00,1,0.00131,KRW-INJ
2026-05-12T00:15:00+00:00,1,0.00012,KRW-KITE
2026-05-12T00:30:00+00:00,1,0.00099,KRW-MOVE
2026-05-12T01:30:00+00:00,11,-0.00337,KRW-AVAX|KRW-BCH|KRW-BORA|KRW-ELSA|KRW-ENS|KRW-ETC|KRW-LINK|KRW-ME|KRW-MON|KRW-SHIB|KRW-W
2026-05-12T02:45:00+00:00,2,0.00079,KRW-ELF|KRW-TRX
2026-05-12T06:15:00+00:00,1,0.00056,KRW-CRO
2026-05-12T09:15:00+00:00,1,-0.00037,KRW-SAHARA
2026-05-12T12:30:00+00:00,1,0.00146,KRW-INJ
2026-05-12T14:45:00+00:00,1,-0.00295,KRW-RENDER
2026-05-12T15:00:00+00:00,1,0.00076,KRW-CRO
2026-05-12T18:45:00+00:00,1,0.00069,KRW-ATOM
2026-05-12T21:00:00+00:00,1,0.00017,KRW-KITE
2026-05-12T22:00:00+00:00,1,0.00091,KRW-TRUMP
2026-05-13T00:15:00+00:00,1,0.00184,KRW-MANTRA
2026-05-13T01:00:00+00:00,2,0.00313,KRW-KAITO|KRW-KITE
2026-05-13T03:00:00+00:00,1,2e-05,KRW-INJ
2026-05-13T05:30:00+00:00,1,-0.00071,KRW-ATOM
2026-05-13T07:00:00+00:00,1,-0.0005,KRW-BORA
2026-05-13T08:30:00+00:00,1,0.0003,KRW-INJ
2026-05-13T09:45:00+00:00,1,-1e-05,KRW-STX
2026-05-13T10:30:00+00:00,1,-0.00099,KRW-KAITO
2026-05-13T10:45:00+00:00,1,-0.00024,KRW-ATOM
2026-05-13T11:00:00+00:00,1,-0.00213,KRW-JUP
2026-05-13T11:30:00+00:00,1,0.00119,KRW-FF
2026-05-13T11:45:00+00:00,1,-0.00147,KRW-TRUMP
2026-05-13T12:30:00+00:00,11,-0.00176,KRW-ALGO|KRW-APT|KRW-AVAX|KRW-BERA|KRW-ETC|KRW-ETHFI|KRW-LINK|KRW-SOPH|KRW-TRX|KRW-UNI|KRW-VIRTUAL
2026-05-13T12:45:00+00:00,1,-0.00027,KRW-INJ
2026-05-13T13:45:00+00:00,2,-0.00253,KRW-SEI|KRW-XPL
2026-05-13T14:45:00+00:00,1,-0.00079,KRW-BORA
2026-05-13T15:00:00+00:00,1,-0.0027,KRW-STX
2026-05-13T15:30:00+00:00,1,-0.0007,KRW-KITE
2026-05-13T19:00:00+00:00,1,0.00072,KRW-INJ
2026-05-13T21:15:00+00:00,1,-0.00052,KRW-ETHFI
2026-05-13T22:00:00+00:00,1,-0.00071,KRW-STX
2026-05-13T23:15:00+00:00,1,-0.00085,KRW-INJ
2026-05-14T03:30:00+00:00,1,-0.00157,KRW-FF
2026-05-14T03:45:00+00:00,1,-0.00177,KRW-KITE
2026-05-14T10:45:00+00:00,1,0.00189,KRW-KITE
2026-05-14T14:30:00+00:00,1,0.00184,KRW-TRX
2026-05-14T17:00:00+00:00,2,-0.00095,KRW-LINK|KRW-UNI
2026-05-14T18:45:00+00:00,1,-0.00019,KRW-COW
2026-05-15T05:30:00+00:00,4,-0.00221,KRW-APT|KRW-BORA|KRW-CRO|KRW-GAS
2026-05-15T11:00:00+00:00,1,-0.0006,KRW-FF
2026-05-15T13:30:00+00:00,22,-0.00956,KRW-ATH|KRW-AVAX|KRW-BARD|KRW-BERA|KRW-BORA|KRW-ETC|KRW-GAS|KRW-KAITO|KRW-LINK|KRW-MON|KRW-PEPE|KRW-POL|KRW-PYTH|KRW-RENDER|KRW-SAND|KRW-SHIB|KRW-TRUMP|KRW-VIRTUAL|KRW-W|KRW-XPL|KRW-ZORA|KRW-ZRO
2026-05-15T13:45:00+00:00,9,-0.00381,KRW-ARB|KRW-BCH|KRW-ENS|KRW-ETHFI|KRW-ID|KRW-LA|KRW-LSK|KRW-SOPH|KRW-WAVES
2026-05-15T16:00:00+00:00,1,0.00074,KRW-STORJ
2026-05-16T00:00:00+00:00,1,0.0001,KRW-STORJ
2026-05-16T00:30:00+00:00,1,0.00089,KRW-BORA
2026-05-16T04:15:00+00:00,1,-0.00028,KRW-COW
2026-05-16T07:00:00+00:00,6,-0.00254,KRW-AVAX|KRW-BCH|KRW-BONK|KRW-ETHFI|KRW-GAS|KRW-LINK
2026-05-16T07:15:00+00:00,2,0.00205,KRW-ELF|KRW-TRX
2026-05-16T08:45:00+00:00,2,-0.00088,KRW-AWE|KRW-BORA
2026-05-16T09:15:00+00:00,2,-0.00228,KRW-SNT|KRW-ZORA
2026-05-16T10:00:00+00:00,1,-0.00205,KRW-ID
2026-05-16T13:15:00+00:00,1,-9e-05,KRW-ELF
2026-05-17T00:00:00+00:00,2,0.00077,KRW-ELF|KRW-STEEM
2026-05-17T01:15:00+00:00,1,-0.00189,KRW-ATOM
2026-05-17T01:45:00+00:00,1,0.00011,KRW-BORA
2026-05-17T03:15:00+00:00,1,9e-05,KRW-SNT
2026-05-17T10:45:00+00:00,1,-0.00026,KRW-OPEN
2026-05-17T14:15:00+00:00,1,-0.00049,KRW-BORA
2026-05-17T15:45:00+00:00,1,-1e-05,KRW-KAITO
2026-05-17T19:45:00+00:00,1,0.00036,KRW-ELF
2026-05-17T23:00:00+00:00,1,-0.00114,KRW-OPEN
2026-05-17T23:30:00+00:00,25,-0.004,KRW-APT|KRW-ARB|KRW-AVAX|KRW-BARD|KRW-BONK|KRW-CHZ|KRW-DOT|KRW-ETC|KRW-ETHFI|KRW-GAS|KRW-LINK|KRW-LSK|KRW-MANTRA|KRW-PEPE|KRW-POL|KRW-PUMP|KRW-PYTH|KRW-RENDER|KRW-SAND|KRW-SHIB|KRW-SOPH|KRW-VIRTUAL|KRW-WAVES|KRW-XPL|KRW-ZORA
2026-05-18T00:00:00+00:00,3,-0.00601,KRW-BERA|KRW-KAITO|KRW-TRX
2026-05-18T00:15:00+00:00,1,-0.00131,KRW-G
2026-05-18T00:45:00+00:00,1,0.00162,KRW-SIGN
2026-05-18T01:30:00+00:00,1,-0.00161,KRW-BCH
2026-05-18T06:15:00+00:00,1,-0.00152,KRW-BCH
2026-05-18T07:30:00+00:00,1,-0.00064,KRW-ELF
2026-05-18T08:15:00+00:00,1,-0.0014,KRW-COW
2026-05-18T08:45:00+00:00,1,0.00052,KRW-HYPER
2026-05-18T10:15:00+00:00,1,-0.00046,KRW-BCH
2026-05-18T12:45:00+00:00,1,-0.0011,KRW-OPEN
2026-05-18T14:30:00+00:00,1,-0.00181,KRW-CRO
2026-05-19T00:15:00+00:00,1,0.0009,KRW-ONT
2026-05-19T01:15:00+00:00,1,-0.00554,KRW-SOPH
2026-05-19T04:00:00+00:00,1,0.00072,KRW-XAUT
2026-05-19T04:30:00+00:00,1,0.00249,KRW-ONT
2026-05-19T06:30:00+00:00,1,0.00145,KRW-FF
2026-05-19T09:30:00+00:00,1,0.001,KRW-ONT
2026-05-19T12:00:00+00:00,1,-0.00026,KRW-PYTH
2026-05-19T14:00:00+00:00,1,-0.00298,KRW-ONT
2026-05-19T14:30:00+00:00,1,0.00032,KRW-BCH
2026-05-19T21:30:00+00:00,1,0.00067,KRW-ONT
2026-05-20T00:15:00+00:00,1,-4e-05,KRW-GAS
2026-05-20T02:15:00+00:00,1,0.00017,KRW-IN
2026-05-20T02:45:00+00:00,1,-0.00025,KRW-BARD
2026-05-20T09:00:00+00:00,1,-0.00079,KRW-PYTH
2026-05-20T09:45:00+00:00,1,-0.00043,KRW-ZORA
2026-05-21T07:00:00+00:00,2,0.00038,KRW-BERA|KRW-ZKP
2026-05-21T09:45:00+00:00,1,-0.00056,KRW-AVNT
2026-05-21T10:00:00+00:00,1,1e-05,KRW-ZAMA
2026-05-21T10:15:00+00:00,3,-0.00267,KRW-CHZ|KRW-DOT|KRW-PUMP
2026-05-21T11:45:00+00:00,1,-0.00152,KRW-OPEN
2026-05-22T00:45:00+00:00,1,-0.00037,KRW-ATH
2026-05-22T02:45:00+00:00,1,0.00029,KRW-NEAR
2026-05-22T04:00:00+00:00,1,0.00049,KRW-ATOM
2026-05-22T05:15:00+00:00,1,-2e-05,KRW-RENDER
2026-05-22T08:30:00+00:00,2,-0.00148,KRW-ATH|KRW-NEAR
2026-05-22T12:15:00+00:00,1,-0.00109,KRW-ATOM
2026-05-22T13:15:00+00:00,2,-0.00159,KRW-LINK|KRW-RENDER
2026-05-22T13:45:00+00:00,2,0.00051,KRW-NEAR|KRW-TRX
2026-05-22T14:00:00+00:00,1,-0.00163,KRW-VIRTUAL
2026-05-22T14:15:00+00:00,1,-0.00164,KRW-IN
2026-05-22T14:30:00+00:00,1,-0.00132,KRW-KITE
2026-05-22T16:15:00+00:00,1,0.00052,KRW-ATOM
2026-05-22T19:00:00+00:00,1,-0.00328,KRW-IN
2026-05-22T19:30:00+00:00,2,-0.00385,KRW-CHZ|KRW-ETC
2026-05-22T20:15:00+00:00,1,-0.00033,KRW-NEAR
2026-05-22T22:30:00+00:00,1,-0.00214,KRW-RENDER
2026-05-22T23:15:00+00:00,1,-0.00084,KRW-UNI
2026-05-22T23:45:00+00:00,2,-0.00161,KRW-CHZ|KRW-LINK
2026-05-23T00:00:00+00:00,2,-0.00034,KRW-ETHFI|KRW-IN
2026-05-23T00:15:00+00:00,1,-0.00081,KRW-LSK
2026-05-23T00:30:00+00:00,1,-0.00215,KRW-EDGE
2026-05-23T00:45:00+00:00,2,0.00021,KRW-KITE|KRW-WAVES
2026-05-23T01:00:00+00:00,2,0.00047,KRW-G|KRW-NEAR
2026-05-23T01:30:00+00:00,1,-0.00072,KRW-STEEM
2026-05-23T03:45:00+00:00,1,-0.00054,KRW-ZORA
2026-05-23T04:30:00+00:00,1,0.00059,KRW-IN
