utc,symbol,trigger,ret15,volz
2026-05-17T23:45:00+00:00,WLDUSDT,B,0.01993,3.99
2026-05-17T23:45:00+00:00,XLMUSDT,B,0.00811,4.26
2026-05-18T00:00:00+00:00,AAPLUSDT,B,0.006,3.11
2026-05-18T00:00:00+00:00,BEATUSDT,B,0.02187,3.02
2026-05-18T00:00:00+00:00,EWYUSDT,A,-0.03069,11.04
2026-05-18T00:00:00+00:00,GOOGLUSDT,A,-0.00657,4.31
2026-05-18T00:15:00+00:00,EWYUSDT,B,0.01405,6.68
2026-05-18T00:15:00+00:00,SPYUSDT,B,0.0003,4.25
2026-05-18T00:30:00+00:00,PAXGUSDT,A,-0.00783,8.13
2026-05-18T00:30:00+00:00,XAUTUSDT,A,-0.0079,10.95
2026-05-18T01:45:00+00:00,ATOMUSDT,B,0.01091,3.39
2026-05-18T01:45:00+00:00,BCHUSDT,B,0.00888,6.21
2026-05-18T02:00:00+00:00,EPICUSDT,B,0.00064,4.68
2026-05-18T02:00:00+00:00,HOMEUSDT,B,0.03083,4.17
2026-05-18T02:15:00+00:00,BSBUSDT,A,-0.13497,4.23
2026-05-18T03:00:00+00:00,DEXEUSDT,B,0.02614,7.97
2026-05-18T04:15:00+00:00,BCHUSDT,A,-0.0086,2.43
2026-05-18T04:45:00+00:00,ESPORTSUSDT,B,0.0123,4.64
2026-05-18T04:45:00+00:00,EWYUSDT,B,0.00084,4.08
2026-05-18T06:00:00+00:00,ATOMUSDT,B,0.00097,5.81
2026-05-18T07:15:00+00:00,CHZUSDT,B,0.01523,3.42
2026-05-18T08:00:00+00:00,MAGMAUSDT,B,0.01256,4.75
2026-05-18T08:00:00+00:00,SPYUSDT,B,0.00114,18.14
2026-05-18T09:00:00+00:00,KITEUSDT,B,0.00101,3.88
2026-05-18T10:15:00+00:00,BCHUSDT,A,-0.01224,4.62
2026-05-18T10:15:00+00:00,NEARUSDT,B,0.01824,3.38
2026-05-18T10:15:00+00:00,UNIUSDT,A,-0.00909,5.04
2026-05-18T10:30:00+00:00,MORPHOUSDT,A,-0.03605,10.26
2026-05-18T11:30:00+00:00,BCHUSDT,B,0.00379,10.66
2026-05-18T11:30:00+00:00,EWYUSDT,B,0.01735,5.17
2026-05-18T12:30:00+00:00,NATGASUSDT,A,-0.01212,5.59
2026-05-18T12:45:00+00:00,NATGASUSDT,B,0.00189,4.33
2026-05-18T12:45:00+00:00,QQQUSDT,B,0.00301,4.37
2026-05-18T12:45:00+00:00,SPYUSDT,B,0.00138,7.1
2026-05-18T13:00:00+00:00,INTCUSDT,B,0.0095,3.72
2026-05-18T13:15:00+00:00,TRXUSDT,B,0.00232,3.06
2026-05-18T13:30:00+00:00,AAPLUSDT,A,-0.0031,4.63
2026-05-18T13:30:00+00:00,COINUSDT,A,-0.00997,10.1
2026-05-18T13:30:00+00:00,CRCLUSDT,A,-0.01604,5.26
2026-05-18T13:30:00+00:00,EWYUSDT,A,-0.01829,4.29
2026-05-18T13:30:00+00:00,GOOGLUSDT,B,0.01295,7.87
2026-05-18T13:30:00+00:00,HOODUSDT,B,0.01827,4.11
2026-05-18T13:30:00+00:00,INTCUSDT,A,-0.03533,13.16
2026-05-18T13:30:00+00:00,METAUSDT,A,-0.00275,3.5
2026-05-18T13:30:00+00:00,MSTRUSDT,A,-0.02836,8.39
2026-05-18T13:30:00+00:00,NVDAUSDT,A,-0.02408,11.19
2026-05-18T13:30:00+00:00,PLTRUSDT,B,0.0003,4.28
2026-05-18T13:30:00+00:00,QQQUSDT,A,-0.00609,5.77
2026-05-18T13:45:00+00:00,COINUSDT,B,0.02437,5.81
2026-05-18T13:45:00+00:00,CRCLUSDT,B,0.02835,3.88
2026-05-18T13:45:00+00:00,MSTRUSDT,B,0.01837,4.57
2026-05-18T13:45:00+00:00,NVDAUSDT,B,0.00575,6.97
2026-05-18T14:30:00+00:00,BCHUSDT,A,-0.01155,4.67
2026-05-18T14:30:00+00:00,KITEUSDT,A,-0.01282,9.32
2026-05-18T14:30:00+00:00,SPYUSDT,A,-0.00154,7.96
2026-05-18T14:45:00+00:00,KITEUSDT,B,0.00437,3.07
2026-05-18T15:00:00+00:00,TRXUSDT,A,-0.00514,5.9
2026-05-18T16:00:00+00:00,XMRUSDT,A,-0.01256,9.56
2026-05-18T16:15:00+00:00,CHZUSDT,B,0.00146,3.05
2026-05-18T16:15:00+00:00,MORPHOUSDT,B,0.00023,5.73
2026-05-18T16:30:00+00:00,BCHUSDT,B,0.01256,6.36
2026-05-18T17:00:00+00:00,APTUSDT,B,0.00446,4.43
2026-05-18T17:00:00+00:00,EPICUSDT,B,0.00389,5.92
2026-05-18T17:15:00+00:00,ATOMUSDT,B,0.00147,6.46
2026-05-18T19:00:00+00:00,AVAXUSDT,B,0.01131,3.78
2026-05-18T19:00:00+00:00,ENAUSDT,B,0.01632,3.64
2026-05-18T19:00:00+00:00,EWYUSDT,B,0.00953,8.41
2026-05-18T19:00:00+00:00,LINKUSDT,B,0.00987,3.71
2026-05-18T19:00:00+00:00,MSTRUSDT,B,0.01359,5.82
2026-05-18T19:00:00+00:00,QQQUSDT,B,0.00443,5.74
2026-05-18T19:00:00+00:00,SPYUSDT,B,0.00345,5.09
2026-05-18T19:30:00+00:00,NEARUSDT,B,0.01028,3.47
2026-05-18T20:45:00+00:00,EDGEUSDT,B,0.02601,3.18
2026-05-18T21:00:00+00:00,ONDOUSDT,B,0.05068,7.34
2026-05-18T21:15:00+00:00,LITUSDT,B,0.00183,8.86
2026-05-18T22:45:00+00:00,BCHUSDT,B,0.02214,5.59
2026-05-18T23:00:00+00:00,KAITOUSDT,B,0.00896,3.14
2026-05-18T23:00:00+00:00,VVVUSDT,B,0.02509,3.17
2026-05-19T00:00:00+00:00,RENDERUSDT,B,0.00935,5.26
2026-05-19T00:15:00+00:00,EWYUSDT,B,0.00769,4.08
2026-05-19T00:15:00+00:00,INJUSDT,B,0.01608,4.12
2026-05-19T01:00:00+00:00,INJUSDT,A,-0.01944,6.08
2026-05-19T01:15:00+00:00,LITUSDT,B,0.00742,3.52
2026-05-19T01:45:00+00:00,EWYUSDT,A,-0.00991,5.05
2026-05-19T02:00:00+00:00,LITUSDT,A,-0.01372,5.14
2026-05-19T02:15:00+00:00,ONDOUSDT,B,0.01553,4.02
2026-05-19T04:45:00+00:00,BEATUSDT,B,0.02157,3.88
2026-05-19T05:30:00+00:00,LITUSDT,B,0.0026,3.86
2026-05-19T06:00:00+00:00,HOMEUSDT,B,0.00858,3.23
2026-05-19T06:45:00+00:00,NEARUSDT,B,0.01171,3.04
2026-05-19T08:00:00+00:00,SPYUSDT,A,-0.00164,4.14
2026-05-19T08:30:00+00:00,KAITOUSDT,B,0.00783,4.52
2026-05-19T08:30:00+00:00,WLDUSDT,B,0.00779,4.74
2026-05-19T09:15:00+00:00,ESPORTSUSDT,B,0.02454,3.23
2026-05-19T09:30:00+00:00,XLMUSDT,A,-0.00463,5.4
2026-05-19T11:30:00+00:00,NATGASUSDT,B,0.00713,4.25
2026-05-19T11:45:00+00:00,BCHUSDT,B,0.00343,8.0
2026-05-19T12:45:00+00:00,NEARUSDT,B,0.00124,3.23
2026-05-19T12:45:00+00:00,TLMUSDT,B,0.01489,3.45
2026-05-19T13:00:00+00:00,METAUSDT,A,-0.00345,3.63
2026-05-19T13:15:00+00:00,PAXGUSDT,A,-0.00661,4.6
2026-05-19T13:15:00+00:00,XAUTUSDT,A,-0.00621,6.53
2026-05-19T13:30:00+00:00,ALGOUSDT,B,0.01165,4.81
2026-05-19T13:30:00+00:00,COINUSDT,A,-0.00859,6.08
2026-05-19T13:30:00+00:00,CRCLUSDT,B,0.02151,7.22
2026-05-19T13:30:00+00:00,ESPORTSUSDT,B,0.02602,12.5
2026-05-19T13:30:00+00:00,EWYUSDT,B,0.0135,6.51
2026-05-19T13:30:00+00:00,GOOGLUSDT,A,-0.0181,6.82
2026-05-19T13:30:00+00:00,INTCUSDT,B,0.00159,6.97
2026-05-19T13:30:00+00:00,MSTRUSDT,B,0.00774,5.22
2026-05-19T13:30:00+00:00,NVDAUSDT,B,0.00942,15.83
2026-05-19T13:30:00+00:00,QQQUSDT,B,0.00203,9.45
2026-05-19T13:30:00+00:00,TSLAUSDT,A,-0.00523,4.99
2026-05-19T13:30:00+00:00,TSMUSDT,B,0.00638,4.51
2026-05-19T13:45:00+00:00,COINUSDT,B,0.0107,3.18
2026-05-19T13:45:00+00:00,ESPORTSUSDT,A,-0.06595,8.31
2026-05-19T13:45:00+00:00,GOOGLUSDT,B,0.0031,5.4
2026-05-19T13:45:00+00:00,PAXGUSDT,B,0.00569,3.83
2026-05-19T13:45:00+00:00,SPYUSDT,B,0.00219,4.37
2026-05-19T13:45:00+00:00,XAUTUSDT,B,0.00533,6.87
2026-05-19T14:00:00+00:00,NVDAUSDT,A,-0.01023,5.29
2026-05-19T14:00:00+00:00,QQQUSDT,A,-0.00672,9.73
2026-05-19T14:00:00+00:00,SPYUSDT,A,-0.00315,4.61
2026-05-19T14:15:00+00:00,ALGOUSDT,A,-0.02275,4.31
2026-05-19T14:15:00+00:00,HOMEUSDT,B,0.00845,5.44
2026-05-19T14:30:00+00:00,BCHUSDT,A,-0.0365,12.24
2026-05-19T14:45:00+00:00,ONDOUSDT,A,-0.01694,4.39
2026-05-19T15:15:00+00:00,LABUSDT,B,0.21576,3.64
2026-05-19T16:15:00+00:00,BSBUSDT,B,0.10004,6.29
2026-05-19T16:15:00+00:00,HOMEUSDT,A,-0.01429,18.79
2026-05-19T16:30:00+00:00,LITUSDT,B,0.00969,3.06
2026-05-19T17:45:00+00:00,VVVUSDT,B,0.04055,6.35
2026-05-19T18:00:00+00:00,ETCUSDT,B,0.01076,4.75
2026-05-19T18:15:00+00:00,VVVUSDT,A,-0.01608,4.89
2026-05-19T18:45:00+00:00,HOMEUSDT,B,0.02205,10.15
2026-05-19T19:15:00+00:00,BSBUSDT,A,-0.06549,4.92
2026-05-19T20:45:00+00:00,LITUSDT,B,0.02099,6.44
2026-05-19T21:00:00+00:00,BSBUSDT,B,0.02597,6.97
2026-05-19T21:30:00+00:00,HOMEUSDT,A,-0.01668,9.36
2026-05-19T21:30:00+00:00,LITUSDT,A,-0.01283,7.87
2026-05-19T22:15:00+00:00,MAGMAUSDT,A,-0.06098,5.04
2026-05-19T23:00:00+00:00,HOMEUSDT,B,0.00769,5.48
2026-05-20T00:00:00+00:00,EWYUSDT,A,-0.02912,12.67
2026-05-20T00:15:00+00:00,EWYUSDT,B,0.0096,8.7
2026-05-20T00:45:00+00:00,MAGMAUSDT,B,0.02868,3.11
2026-05-20T01:00:00+00:00,LTCUSDT,B,0.00465,6.22
2026-05-20T01:30:00+00:00,LITUSDT,B,0.01156,6.62
2026-05-20T01:45:00+00:00,KITEUSDT,B,0.00462,3.92
2026-05-20T02:00:00+00:00,ESPORTSUSDT,B,0.0539,3.33
2026-05-20T02:00:00+00:00,HOMEUSDT,A,-0.04649,17.86
2026-05-20T02:30:00+00:00,EPICUSDT,A,-0.01589,6.66
2026-05-20T02:45:00+00:00,LITUSDT,A,-0.01789,7.7
2026-05-20T03:15:00+00:00,HOMEUSDT,B,0.00699,3.13
2026-05-20T05:45:00+00:00,LITUSDT,B,0.00777,9.32
2026-05-20T05:45:00+00:00,NEARUSDT,B,0.02404,9.81
2026-05-20T06:00:00+00:00,KITEUSDT,A,-0.02489,4.41
2026-05-20T06:30:00+00:00,UNIUSDT,B,0.01601,4.74
2026-05-20T07:00:00+00:00,HOMEUSDT,A,-0.01807,5.09
2026-05-20T08:00:00+00:00,NVDAUSDT,B,0.00381,7.77
2026-05-20T08:00:00+00:00,QQQUSDT,B,0.00203,3.33
2026-05-20T08:30:00+00:00,ONDOUSDT,B,0.00185,3.45
2026-05-20T09:00:00+00:00,ALLOUSDT,B,0.03284,4.7
2026-05-20T09:00:00+00:00,BEATUSDT,B,0.04368,6.4
2026-05-20T09:00:00+00:00,ESPORTSUSDT,B,0.07359,10.07
2026-05-20T09:00:00+00:00,HOMEUSDT,B,0.0041,3.24
2026-05-20T09:30:00+00:00,CHZUSDT,B,0.02137,5.09
2026-05-20T09:30:00+00:00,LITUSDT,A,-0.02574,9.66
2026-05-20T09:45:00+00:00,ESPORTSUSDT,A,-0.04369,11.21
2026-05-20T10:00:00+00:00,KAITOUSDT,B,0.03009,3.59
2026-05-20T10:00:00+00:00,LITUSDT,B,0.00364,5.11
2026-05-20T12:15:00+00:00,VVVUSDT,B,0.00204,3.01
2026-05-20T12:45:00+00:00,HOMEUSDT,A,-0.024,9.28
2026-05-20T13:00:00+00:00,NEARUSDT,B,0.00851,3.76
2026-05-20T13:15:00+00:00,HOMEUSDT,B,0.01465,3.91
2026-05-20T13:30:00+00:00,AAPLUSDT,B,0.01203,3.14
2026-05-20T13:30:00+00:00,COINUSDT,A,-0.01497,6.94
2026-05-20T13:30:00+00:00,EWYUSDT,B,0.0097,16.21
2026-05-20T13:30:00+00:00,GOOGLUSDT,B,0.00229,15.88
2026-05-20T13:30:00+00:00,INTCUSDT,B,0.01118,14.95
2026-05-20T13:30:00+00:00,LITUSDT,A,-0.0174,15.15
2026-05-20T13:30:00+00:00,MSFTUSDT,A,-0.00372,4.42
2026-05-20T13:30:00+00:00,NVDAUSDT,A,-0.00627,8.62
2026-05-20T13:30:00+00:00,PLTRUSDT,B,0.00119,9.27
2026-05-20T13:30:00+00:00,QQQUSDT,B,0.00222,6.04
2026-05-20T13:30:00+00:00,SPYUSDT,B,0.00037,18.52
2026-05-20T13:30:00+00:00,TSLAUSDT,B,0.00878,5.38
2026-05-20T13:45:00+00:00,GOOGLUSDT,A,-0.0053,9.95
2026-05-20T14:00:00+00:00,LITUSDT,B,0.01357,31.14
2026-05-20T14:00:00+00:00,MSFTUSDT,B,0.00065,4.99
2026-05-20T14:00:00+00:00,NVDAUSDT,B,0.00747,3.25
2026-05-20T14:15:00+00:00,DASHUSDT,B,0.02507,4.14
2026-05-20T14:15:00+00:00,PAXGUSDT,B,0.00608,3.33
2026-05-20T14:15:00+00:00,XAUTUSDT,B,0.00604,5.98
2026-05-20T14:45:00+00:00,BNBUSDT,B,0.00344,3.79
2026-05-20T14:45:00+00:00,WLDUSDT,B,0.00832,3.3
2026-05-20T15:15:00+00:00,AVAXUSDT,B,0.00744,4.3
2026-05-20T15:15:00+00:00,ETHFIUSDT,B,0.00759,3.33
2026-05-20T15:15:00+00:00,FARTCOINUSDT,B,0.008,3.17
2026-05-20T16:15:00+00:00,ASTERUSDT,A,-0.01436,3.69
2026-05-20T16:30:00+00:00,BSBUSDT,B,0.06435,3.14
2026-05-20T17:00:00+00:00,XMRUSDT,B,0.00977,3.41
2026-05-20T17:30:00+00:00,ALGOUSDT,B,0.02506,3.97
2026-05-20T17:30:00+00:00,ASTERUSDT,B,0.00495,3.33
2026-05-20T17:45:00+00:00,VVVUSDT,A,-0.02585,4.42
2026-05-20T18:00:00+00:00,JTOUSDT,B,0.03806,3.12
2026-05-20T18:15:00+00:00,KAITOUSDT,B,0.03923,8.46
2026-05-20T18:15:00+00:00,LITUSDT,B,0.01613,5.7
2026-05-20T18:30:00+00:00,NATGASUSDT,B,0.01078,3.3
2026-05-20T19:15:00+00:00,BEATUSDT,B,0.0014,4.57
2026-05-20T19:15:00+00:00,BSBUSDT,A,-0.17089,11.23
2026-05-20T19:15:00+00:00,TIAUSDT,B,0.03229,7.33
2026-05-20T20:00:00+00:00,LITUSDT,A,-0.01781,5.41
2026-05-20T20:00:00+00:00,NVDAUSDT,B,0.00125,3.31
2026-05-20T20:15:00+00:00,QQQUSDT,B,0.00077,9.01
2026-05-20T20:15:00+00:00,SPYUSDT,B,0.0005,3.83
2026-05-20T20:30:00+00:00,NVDAUSDT,A,-0.01461,15.49
2026-05-20T21:00:00+00:00,BSBUSDT,B,0.12611,4.07
2026-05-20T21:00:00+00:00,TIAUSDT,A,-0.01028,5.73
2026-05-20T21:30:00+00:00,NEARUSDT,B,0.00998,3.78
2026-05-20T22:00:00+00:00,QQQUSDT,A,-0.00407,5.65
2026-05-20T22:30:00+00:00,LITUSDT,B,0.01568,4.06
2026-05-20T23:15:00+00:00,BEATUSDT,B,0.00289,7.45
2026-05-21T00:00:00+00:00,EWYUSDT,B,0.0056,5.36
2026-05-21T00:45:00+00:00,ASTERUSDT,B,0.00953,3.03
2026-05-21T01:30:00+00:00,ATOMUSDT,B,0.0084,7.11
2026-05-21T01:30:00+00:00,BABAUSDT,A,-0.0167,3.73
2026-05-21T02:00:00+00:00,BEATUSDT,A,-0.04188,4.98
2026-05-21T02:45:00+00:00,LITUSDT,B,0.00304,4.14
2026-05-21T03:00:00+00:00,BCHUSDT,B,0.0047,16.4
2026-05-21T03:15:00+00:00,DASHUSDT,B,0.05195,13.78
2026-05-21T04:00:00+00:00,XLMUSDT,B,0.00048,3.11
2026-05-21T04:30:00+00:00,NEARUSDT,B,0.01614,5.64
2026-05-21T04:45:00+00:00,EWYUSDT,B,0.0021,4.62
2026-05-21T05:45:00+00:00,DASHUSDT,A,-0.02944,8.73
2026-05-21T06:45:00+00:00,BEATUSDT,A,-0.02392,10.24
2026-05-21T07:15:00+00:00,ESPORTSUSDT,A,-0.03946,4.72
2026-05-21T07:30:00+00:00,ESPORTSUSDT,B,0.05972,10.56
2026-05-21T07:30:00+00:00,LITUSDT,B,0.00306,4.14
2026-05-21T08:00:00+00:00,HOMEUSDT,B,0.01826,3.45
2026-05-21T08:00:00+00:00,KAITOUSDT,B,0.01494,7.04
2026-05-21T08:00:00+00:00,WLDUSDT,B,0.01851,5.24
2026-05-21T08:45:00+00:00,AVAXUSDT,A,-0.00749,4.6
2026-05-21T09:00:00+00:00,ALLOUSDT,B,0.02988,3.48
2026-05-21T09:15:00+00:00,ASTERUSDT,B,0.0111,5.62
2026-05-21T09:30:00+00:00,LITUSDT,A,-0.02529,7.45
2026-05-21T10:00:00+00:00,BEATUSDT,B,0.01966,3.92
2026-05-21T10:15:00+00:00,ADAUSDT,A,-0.00964,5.76
2026-05-21T10:15:00+00:00,ASTERUSDT,A,-0.03196,19.14
2026-05-21T10:15:00+00:00,CHZUSDT,A,-0.01298,9.18
2026-05-21T10:30:00+00:00,NATGASUSDT,B,0.00252,3.17
2026-05-21T11:30:00+00:00,LITUSDT,B,0.0031,4.14
2026-05-21T12:15:00+00:00,KAITOUSDT,B,0.02128,4.55
2026-05-21T12:15:00+00:00,NATGASUSDT,A,-0.00505,5.2
2026-05-21T12:30:00+00:00,DEXEUSDT,B,0.0438,4.35
2026-05-21T13:00:00+00:00,MSFTUSDT,B,0.02528,29.17
2026-05-21T13:15:00+00:00,MSFTUSDT,A,-0.00978,4.4
2026-05-21T13:30:00+00:00,BABAUSDT,A,-0.00787,4.23
2026-05-21T13:30:00+00:00,CRCLUSDT,B,0.00637,6.03
2026-05-21T13:30:00+00:00,NVDAUSDT,B,0.0071,14.73
2026-05-21T13:30:00+00:00,PLTRUSDT,B,0.01125,7.93
2026-05-21T13:30:00+00:00,TSLAUSDT,B,0.00128,5.55
2026-05-21T13:30:00+00:00,TSMUSDT,B,0.0135,4.35
2026-05-21T13:45:00+00:00,ASTERUSDT,B,0.03268,12.46
2026-05-21T13:45:00+00:00,BSBUSDT,B,0.07258,3.33
2026-05-21T13:45:00+00:00,ENAUSDT,B,0.0113,4.28
2026-05-21T13:45:00+00:00,EWYUSDT,B,0.00858,3.84
2026-05-21T13:45:00+00:00,INTCUSDT,B,0.01114,3.97
2026-05-21T13:45:00+00:00,MSTRUSDT,B,0.00622,3.46
2026-05-21T13:45:00+00:00,NVDAUSDT,A,-0.00696,4.37
2026-05-21T13:45:00+00:00,QQQUSDT,B,0.00285,3.73
2026-05-21T13:45:00+00:00,WLDUSDT,B,0.02657,3.23
2026-05-21T14:00:00+00:00,ALLOUSDT,B,0.0124,4.94
2026-05-21T14:00:00+00:00,BEATUSDT,A,-0.03643,13.63
2026-05-21T14:15:00+00:00,ASTERUSDT,A,-0.01188,8.05
2026-05-21T14:15:00+00:00,BEATUSDT,B,0.05037,9.14
2026-05-21T14:15:00+00:00,HOMEUSDT,B,0.03161,3.12
2026-05-21T14:15:00+00:00,QQQUSDT,A,-0.00252,5.85
2026-05-21T14:30:00+00:00,ALLOUSDT,A,-0.02054,6.0
2026-05-21T14:30:00+00:00,BSBUSDT,A,-0.11781,6.26
2026-05-21T15:00:00+00:00,NEARUSDT,B,0.01197,4.37
2026-05-21T15:15:00+00:00,AAPLUSDT,B,0.00079,3.04
2026-05-21T15:15:00+00:00,AEROUSDT,B,0.00269,3.08
2026-05-21T15:15:00+00:00,LITUSDT,A,-0.02593,5.78
2026-05-21T15:30:00+00:00,EDGEUSDT,B,0.02205,5.8
2026-05-21T15:30:00+00:00,NATGASUSDT,B,0.00534,3.65
2026-05-21T15:45:00+00:00,EDGEUSDT,A,-0.02442,4.76
2026-05-21T16:15:00+00:00,LITUSDT,B,0.01375,6.23
2026-05-21T17:15:00+00:00,1000SHIBUSDT,B,0.01037,3.42
2026-05-21T17:15:00+00:00,ADAUSDT,B,0.01203,7.0
2026-05-21T17:15:00+00:00,ARBUSDT,B,0.00978,3.39
2026-05-21T17:15:00+00:00,AVAXUSDT,B,0.01054,4.43
2026-05-21T17:15:00+00:00,BNBUSDT,B,0.00868,4.29
2026-05-21T17:15:00+00:00,DOTUSDT,B,0.01268,4.41
2026-05-21T17:15:00+00:00,FARTCOINUSDT,B,0.017,3.27
2026-05-21T17:15:00+00:00,HBARUSDT,B,0.00966,3.72
2026-05-21T17:15:00+00:00,LINKUSDT,B,0.01,5.15
2026-05-21T17:15:00+00:00,LTCUSDT,B,0.00499,3.06
2026-05-21T17:15:00+00:00,SPYUSDT,B,0.0024,5.56
2026-05-21T17:15:00+00:00,SUIUSDT,B,0.0231,3.88
2026-05-21T17:15:00+00:00,TIAUSDT,B,0.01717,3.39
2026-05-21T17:15:00+00:00,XLMUSDT,B,0.01119,3.4
2026-05-21T17:30:00+00:00,VVVUSDT,B,0.01,3.02
2026-05-21T17:45:00+00:00,QQQUSDT,B,0.00028,3.28
2026-05-21T18:00:00+00:00,NEARUSDT,A,-0.00754,4.76
2026-05-21T18:45:00+00:00,ASTERUSDT,A,-0.01238,4.16
2026-05-21T18:45:00+00:00,BEATUSDT,B,0.01026,3.55
2026-05-21T19:45:00+00:00,NEARUSDT,B,0.01908,11.59
2026-05-21T20:00:00+00:00,ATOMUSDT,B,0.0044,6.47
2026-05-21T20:00:00+00:00,WLDUSDT,B,0.00799,4.9
2026-05-21T20:45:00+00:00,LITUSDT,B,0.00408,6.61
2026-05-21T21:30:00+00:00,AEROUSDT,B,0.01501,3.52
2026-05-21T22:15:00+00:00,BEATUSDT,A,-0.04747,26.71
2026-05-21T22:30:00+00:00,AEROUSDT,A,-0.02322,5.23
2026-05-21T22:45:00+00:00,BEATUSDT,B,0.0123,9.97
2026-05-21T22:45:00+00:00,EDGEUSDT,B,0.00858,3.44
2026-05-22T00:30:00+00:00,NEARUSDT,B,0.00616,4.83
2026-05-22T01:30:00+00:00,BABAUSDT,A,-0.00966,4.75
2026-05-22T02:15:00+00:00,XMRUSDT,B,0.00016,3.92
2026-05-22T02:45:00+00:00,NEARUSDT,A,-0.01995,12.51
2026-05-22T03:15:00+00:00,ALLOUSDT,B,0.00788,3.11
2026-05-22T03:15:00+00:00,FETUSDT,B,0.00447,3.27
2026-05-22T03:15:00+00:00,WLDUSDT,B,0.00758,3.39
2026-05-22T03:30:00+00:00,ATOMUSDT,B,0.00519,4.37
2026-05-22T04:00:00+00:00,DOTUSDT,B,0.00835,3.35
2026-05-22T04:45:00+00:00,FETUSDT,A,-0.02071,9.86
2026-05-22T04:45:00+00:00,NEARUSDT,B,0.00323,9.26
2026-05-22T07:00:00+00:00,LITUSDT,A,-0.03059,5.37
2026-05-22T07:15:00+00:00,FETUSDT,B,0.00425,3.82
2026-05-22T07:30:00+00:00,BEATUSDT,B,0.04819,3.68
2026-05-22T07:30:00+00:00,RENDERUSDT,B,0.01408,3.73
2026-05-22T07:30:00+00:00,WLDUSDT,B,0.01521,5.69
2026-05-22T08:00:00+00:00,EPICUSDT,A,-0.10821,48.84
2026-05-22T08:00:00+00:00,HEIUSDT,A,-0.13628,109.44
2026-05-22T08:00:00+00:00,SYNUSDT,A,-0.1156,41.59
2026-05-22T08:00:00+00:00,TLMUSDT,A,-0.07535,72.8
2026-05-22T08:15:00+00:00,ETCUSDT,B,0.01356,8.88
2026-05-22T08:15:00+00:00,TLMUSDT,B,0.00419,6.91
2026-05-22T08:30:00+00:00,HEIUSDT,B,0.00153,29.83
2026-05-22T08:30:00+00:00,NEARUSDT,A,-0.01447,12.69
2026-05-22T08:30:00+00:00,SYNUSDT,B,0.02159,9.47
2026-05-22T08:30:00+00:00,WLDUSDT,A,-0.02291,5.29
2026-05-22T08:45:00+00:00,BABAUSDT,A,-0.019,7.66
2026-05-22T08:45:00+00:00,NEARUSDT,B,0.00756,6.07
2026-05-22T08:45:00+00:00,ONDOUSDT,B,0.03086,8.26
2026-05-22T09:00:00+00:00,LITUSDT,B,0.00242,3.56
2026-05-22T09:15:00+00:00,BABAUSDT,B,0.00404,4.52
2026-05-22T09:15:00+00:00,EPICUSDT,B,0.01022,9.21
2026-05-22T09:30:00+00:00,BEATUSDT,A,-0.02534,19.99
2026-05-22T09:30:00+00:00,DASHUSDT,A,-0.03979,11.56
2026-05-22T09:30:00+00:00,ONDOUSDT,A,-0.01947,5.43
2026-05-22T10:15:00+00:00,RIFUSDT,B,0.00861,6.83
2026-05-22T11:15:00+00:00,FETUSDT,B,0.00694,6.13
2026-05-22T11:30:00+00:00,AEROUSDT,B,0.01832,3.14
2026-05-22T11:45:00+00:00,ALLOUSDT,B,0.01017,5.67
2026-05-22T11:45:00+00:00,BEATUSDT,B,0.03313,47.14
2026-05-22T11:45:00+00:00,TAOUSDT,B,0.01616,3.91
2026-05-22T12:00:00+00:00,RENDERUSDT,B,0.01039,3.99
2026-05-22T12:00:00+00:00,SPYUSDT,B,0.00167,3.83
2026-05-22T12:00:00+00:00,TIAUSDT,B,0.01231,3.91
2026-05-22T12:00:00+00:00,VVVUSDT,B,0.05038,6.17
2026-05-22T12:15:00+00:00,FETUSDT,A,-0.01893,7.0
2026-05-22T12:30:00+00:00,ASTERUSDT,B,0.00896,4.56
2026-05-22T12:30:00+00:00,ETCUSDT,B,0.00458,3.58
2026-05-22T12:30:00+00:00,HEIUSDT,B,0.00276,4.4
2026-05-22T12:45:00+00:00,HBARUSDT,B,0.00088,3.49
2026-05-22T12:45:00+00:00,NEARUSDT,B,0.02072,16.07
2026-05-22T12:45:00+00:00,ONDOUSDT,B,0.02237,4.42
2026-05-22T12:45:00+00:00,TLMUSDT,A,-0.01458,6.82
2026-05-22T12:45:00+00:00,VIRTUALUSDT,B,0.02507,4.26
2026-05-22T12:45:00+00:00,VVVUSDT,A,-0.02463,4.54
2026-05-22T13:00:00+00:00,ALLOUSDT,A,-0.02212,11.17
2026-05-22T13:00:00+00:00,ETCUSDT,A,-0.01508,5.64
2026-05-22T13:00:00+00:00,LINKUSDT,B,0.0009,3.05
2026-05-22T13:00:00+00:00,SYNUSDT,A,-0.02199,2.93
2026-05-22T13:00:00+00:00,WLDUSDT,B,0.00481,3.17
2026-05-22T13:15:00+00:00,RENDERUSDT,A,-0.00909,7.56
2026-05-22T13:30:00+00:00,AAPLUSDT,B,0.00382,9.97
2026-05-22T13:30:00+00:00,BABAUSDT,B,0.02103,13.94
2026-05-22T13:30:00+00:00,CRCLUSDT,B,0.01884,6.54
2026-05-22T13:30:00+00:00,GOOGLUSDT,A,-0.00526,3.93
2026-05-22T13:30:00+00:00,INTCUSDT,A,-0.00806,8.73
